name,sub_category,brand,unit_price,discount,discount_price,pix_discount,pix_price,code,link
Chupeta de Silicone S2 6M+ Space GIRL PA7333-2G NUK,Chupeta,generico,"R$ 33,99",0%,"R$ 33,31",-2,"R$ 33,31",Cód: 1039780,https://www.farmaponte.com.br/chupeta-de-silicone-s2-6m-space-girl-nuk-pa7333-2g/p
Tio Nacho Engrossador Shampoo com 415mL,Shampoo,generico,"R$ 37,99",0%,"R$ 37,23",-2,"R$ 37,23",Cód: 1031840,https://www.farmaponte.com.br/shampoo-tio-nacho-antiqueda-engrossador-415ml/p
"Ácido Ursodesoxicólico EMS 300mg, caixa com 30 comprimidos",Relaxante Muscular,generico,"R$ 190,58",38%,"R$ 115,80",-39,"R$ 115,80",Cód: 1044299,https://www.farmaponte.com.br/acido-ursodesoxicolico-ems-300mg-caixa-com-30-comprimidos/p
Coezima Q10 100Mg Com 30 Cápsulas Biolab,Vitaminas & Minerais,generico,"R$ 109,62",42%,"R$ 61,82",-44,"R$ 61,82",Cód: 1052156,https://www.farmaponte.com.br/coezima-q10-100mg-com-30-capsulas-biolab/p
Sonozzz Passiflora 857mg 8 Comprimidos Revestidos,Antigases Antiespasmódico,generico,,,"R$ 27,59",-6,"R$ 27,59",Cód: 1047876,https://www.farmaponte.com.br/sonozzz-passiflora-857mg-8-comprimidos-revestidos/p
"Lencos De Papel Kleenex Classic Caixa, Folha Dupla, Leve 60 Pague 50",Lenços de Papel e Umedecidos,Kleenex,"R$ 6,61",10%,"R$ 5,83",-12,"R$ 5,83",Cód: 1005336,https://www.farmaponte.com.br/lencos-de-papel-kleenex-classic-caixa-folha-dupla-leve-60-pague-50/p
Tinta de Cabelo Surpreendente Preto Carvão Embelleze 1.01,Coloração,generico,,,"R$ 12,93",-2,"R$ 12,93",Cód: 1042781,https://www.farmaponte.com.br/tinta-de-cabelo-surpreendente-preto-carvao-embelleze-101/p
"Descongestionante Inalador Vick 0,5g",Descongestionante Nasal,P&G,"R$ 21,90",0%,"R$ 21,46",-2,"R$ 21,46",Cód: 24082,https://www.farmaponte.com.br/inalador-vick-4154mg-4154mg-1-bastao-com-05g-de-uso-topico-e-inalante/p
Desodorante Aerosol Nivea Men B W Fresh 150Ml,Desodorante Aerosol,Nivea,"R$ 18,80",0%,"R$ 18,42",-2,"R$ 18,42",Cód: 1032238,https://www.farmaponte.com.br/da-nivea-men-b-w-fresh-150ml/p
"Cimecort 20Mg G + 0,64Mg G + 2,5Mg G, Caixa Com 1 Bisnaga Com 30G De Creme De Uso Dermatologico",Corticóide Tópico,Cimed,"R$ 31,43",51%,"R$ 14,97",-52,"R$ 14,97",Cód: 1023551,https://www.farmaponte.com.br/cimecort-20mgg-064mgg-25mgg-caixa-com-1-bisnaga-com-30g-de-creme-de-uso-dermatologico/p
Shower Gel Liquido Flor De Ameixa   Baunilha Sens 230ml Labotrat,Sabonetes Líquidos,generico,"R$ 29,99",0%,"R$ 29,39",-2,"R$ 29,39",Cód: 1051763,https://www.farmaponte.com.br/shower-gel-liquido-flor-de-ameixa-baunilha-sens-230ml-labotrat/p
CHUP T2 KUKA LOVEL ORT AZ 2051,Chupeta,Kuka,"R$ 20,65",0%,"R$ 20,24",-2,"R$ 20,24",Cód: 1030389,https://www.farmaponte.com.br/chupeta-kuka-lovely-azul-no-2/p
Desodorante Antitranspirante Axe Ap Urban 48H 90Gr,Desodorante Aerosol,Axe,"R$ 12,90",0%,"R$ 12,64",-2,"R$ 12,64",Cód: 1024508,https://www.farmaponte.com.br/da-axe-ap-urban-48h-90gr/p
Touca Termica Metalizada Com Isopor Santa Clara 1 Unidade,Esponjas e Buchas de Banho,Santa Clara,"R$ 10,26",10%,"R$ 9,05",-12,"R$ 9,05",Cód: 1004668,https://www.farmaponte.com.br/touca-termica-metalizada-com-isopor-santa-clara-1-unidade/p
"Engov 15Mg + 150Mg +150Mg + 50Mg, Blister Com 6 Comprimidos",Analgésico Antitérmico,Cosmed,"R$ 10,59",0%,"R$ 10,38",-2,"R$ 10,38",Cód: 1001768,https://www.farmaponte.com.br/engov-15mg-150mg-150mg-50mg-blister-com-6-comprimidos/p
"Desodorante Antitranspirante Axe signature, aerossol, 1 unidade com 152mL",Desodorantes,Axe,,,"R$ 12,64",-13,"R$ 12,64",Cód: 1024506,https://www.farmaponte.com.br/desodorante-antitranspirante-axe-signature-aerosol-1-unidade-com-90ml/p
Tintura Koleston 674 Chocolate Acobreado,Coloração,Wella,,,"R$ 22,44",-19,"R$ 22,44",Cód: 69361,https://www.farmaponte.com.br/t-koleston-n674-chocolate-acobreado/p
"Trol Par 37,5mg + 325mg, Com 20 Comprimidos",Psicotropico,Supera,,,"R$ 55,11",-18,"R$ 55,11",Cód: 1045554,https://www.farmaponte.com.br/trol-par-375mg-325mg-com-20-comprimidos/p
Fralda Capricho Baby P Com 80 Unidades,Fraldas,Capricho,,,"R$ 38,08",-17,"R$ 38,08",Cód: 1036363,https://www.farmaponte.com.br/fralda-capricho-baby-p-com-80-unidades/p
"Astro 1.500mg Suspensão Oral 37,5ml",Antibiotico,Eurofarma,"R$ 82,66",12%,"R$ 71,29",-14,"R$ 71,29",Cód: 805736,https://www.farmaponte.com.br/astro-1500mg-susp-dil-22ml/p
"Xarope 44E 1,3 + 13,3Mg, Xarope, Frasco Com 120Ml",Antitussigeno,P&G,"R$ 43,07",10%,"R$ 37,98",-12,"R$ 37,98",Cód: 97284,https://www.farmaponte.com.br/xarope-44e-13-133mg-xarope-frasco-com-120ml/p
"Aspirina C 400Mg + 240Mg, Envelope Com 2 Comprimidos Efervescentes Sabor Limao",Analgésico Antitérmico,Bayer,"R$ 9,99",0%,"R$ 9,79",-2,"R$ 9,79",Cód: 1001762,https://www.farmaponte.com.br/aspirina-c-400mg-240mg-envelope-com-2-comprimidos-efervescentes-sabor-limao/p
Copo com Canudo Lolly Viva Feminino 330ml,Copo Infantil,generico,"R$ 36,39",0%,"R$ 35,66",-2,"R$ 35,66",Cód: 1043449,https://www.farmaponte.com.br/copo-com-canudo-lolly-viva-feminino-330ml/p
Hipoglos Pomada 135 Gramas,Pomada para Assadura,Janssen-Cilag,,,"R$ 63,58",-12,"R$ 63,58",Cód: 797532,https://www.farmaponte.com.br/hipoglos-5000ui-900ui-150mg-caixa-com-1-bisnaga-com-135g-de-pomada-de-uso-dermatologico/p
"Sabonete Phebo Alfazema Provencal Barra, 1 Unidade Com 100G",Sabonetes em Barra,Phebo,"R$ 6,19",0%,"R$ 6,07",-2,"R$ 6,07",Cód: 1007319,https://www.farmaponte.com.br/sabonete-phebo-alfazema-provencal-barra-1-unidade-com-100g/p
"Escova Interdental G.U.M Proxabrush 1,1Mm, 4 Unidades",Escova Dental,G.U.M,"R$ 31,10",10%,"R$ 27,43",-12,"R$ 27,43",Cód: 1030359,https://www.farmaponte.com.br/escova-interdental-gum-proxabrush-11mm-4-unidades/p
Fio Dental Dentil Premium Lv100Pg50,Fios E Fitas,generico,"R$ 9,69",0%,"R$ 9,50",-2,"R$ 9,50",Cód: 1045857,https://www.farmaponte.com.br/fio-dental-dentil-premium-lv100pg50/p
"Tantin 0,060Mg + 0,015Mg, Caixa Com 28 Comprimidos Revestidos",Anticoncepcional,Biolab,"R$ 30,23",10%,"R$ 26,67",-12,"R$ 26,67",Cód: 799215,https://www.farmaponte.com.br/tantin-0060mg-0015mg-caixa-com-28-comprimidos-revestidos/p
"Esperson-N 2,5Mg G, Caixa Com 1 Bisnaga Com 20G De Pomada De Uso Dermatologico",Corticóide Tópico,Sanofi,,,"R$ 46,01",-17,"R$ 46,01",Cód: 5843,https://www.farmaponte.com.br/esperson-n-250mg-7145mg-caixa-com-1-bisnaga-com-20g-de-pomada-de-uso-dermatologico/p
"Neocopan Composto 6,667mg/mL + 333,4mg/mL, caixa com 1 frasco gotejador com 20mL de solução de uso oral",Antigases Antiespasmódico,União Química,,,"R$ 14,65",-2,"R$ 14,65",Cód: 1018799,https://www.farmaponte.com.br/neocopan-composto-6667mgml-3334mgml-caixa-com-1-frasco-gotejador-com-20ml-de-solucao-de-uso-oral/p
Protetor Solar Facial Nivea Sun Toque Seco Antissinais FPS70 Com 40Ml,Protetor Solar,generico,"R$ 43,90",0%,"R$ 43,01",-2,"R$ 43,01",Cód: 1045483,https://www.farmaponte.com.br/protetor-solar-facial-nivea-sun-toque-seco-antissinais-fps70-com-40ml/p
Diovan HCT 160mg + 25mg 28 Comprimidos Novartis,Anti-hipertensivos,Novartis,"R$ 180,74",5%,"R$ 168,27",-7,"R$ 168,27",Cód: 185990,https://www.farmaponte.com.br/diovan-hct-160-25mg-28cpr/p
"Concor 1,25Mg, Caixa Com 30 Comprimidos Revestidos",Anti-hipertensivos,Merck,"R$ 77,14",26%,"R$ 55,94",-27,"R$ 55,94",Cód: 1028890,https://www.farmaponte.com.br/concor-125mg-caixa-com-30-comprimidos-revestidos/p
Máscara PFF2 com 1 unidade Azul Marinho Polimed,Máscara de Proteção,generico,"R$ 6,66",25%,"R$ 4,90",-26,"R$ 4,90",Cód: 1042115,https://www.farmaponte.com.br/mascara-facial-pff-2-azul-marinho-unidade-poli/p
"Traturil 5,631g 2 Envelopes 8g",Antibiotico,Apsen,"R$ 132,15",16%,"R$ 108,79",-18,"R$ 108,79",Cód: 1034452,https://www.farmaponte.com.br/traturil-2env/p
"Coenzima Q10 Com Colageno Qualynutri, Com 30 Capsulas",Vitaminas & Minerais,generico,"R$ 50,41",9%,"R$ 44,95",-11,"R$ 44,95",Cód: 1044641,https://www.farmaponte.com.br/coenzima-q10-com-colageno-qualynutri-com-30-capsulas/p
Kit Roupa Íntima Tena Pants Confort P M 16 Unidades + Roupa Íntima Tena Pants Noturna G EG 7 Unidades,Absorventes,Tena,"R$ 109,25",10%,"R$ 96,36",-12,"R$ 96,36",Cód: 1063989,https://www.farmaponte.com.br/kit-roupa-intima-tena-pants-confort-p-m-16-unidades-roupa-intima-tena-pants-noturna-g-eg-7-unidades/p
Rehidrat 50 Sabor Laranja Rehidrat 4 envelopes,Rehidratante,Eurofarma,"R$ 37,08",12%,"R$ 31,98",-14,"R$ 31,98",Cód: 32670,https://www.farmaponte.com.br/rehidrat-50-4893mgg-6430mgg-5750mgg-79155mgg-caixa-com-4-envelopes-com-7625g-de-po-para-solucao-de-uso-oral-laranja/p
Turma Da Mônica Milena Kids Condicionador 260ml - Cachos,Condicionador Infantil,generico,"R$ 18,99",0%,"R$ 18,61",-2,"R$ 18,61",Cód: 1051514,https://www.farmaponte.com.br/turma-da-monica-milena-kids-condicionador-260ml-cachos/p
Colonia Thipos Feminina  Theor 103 30 Ml,Colônias,generico,,,"R$ 29,30",-12,"R$ 29,30",Cód: 1037431,https://www.farmaponte.com.br/col-thipos-fem-theor-103-30ml/p
ZZ Protetor Labial FPS15 Violeta Bravir,Protetor Labial,generico,,,"R$ 10,19",-12,"R$ 10,19",Cód: 1049805,https://www.farmaponte.com.br/protetor-labial-fps15-violeta-bravir/p
Synthroid 137mcg com 30 Comprimidos Abbott,Tratamento De Distúrbios Hormonais,Abbott do Brasil,"R$ 60,93",6%,"R$ 56,12",-8,"R$ 56,12",Cód: 800933,https://www.farmaponte.com.br/synthroid-137mcg-caixa-contendo-30-comprimidos/p
Kit Neostrata Minesol Facial Fps70 40Gr 2Un,Protetor Solar,NeoStrata,,,"R$ 137,19",-2,"R$ 137,19",Cód: 1040088,https://www.farmaponte.com.br/kit-neostrata-minesol-facial-fps70-40gr-2un/p
Sabonete Dermotivin Original Espuma 130ml,Digestivo,generico,,,"R$ 62,35",-2,"R$ 62,35",Cód: 803633,https://www.farmaponte.com.br/dermotivin-foam-orig-130ml/p
Espaçador Adulto e Infantil Incoterm E100,Acessórios para a Saúde,generico,"R$ 57,77",10%,"R$ 50,95",-12,"R$ 50,95",Cód: 1047849,https://www.farmaponte.com.br/espacador-adulto-e-infantil-incoterm-e100/p
"Pincel para Maquiagem Miss Frandy 2 em 1 - sobrancelha e cílios, ref.PM19-AB91017",Acessórios de Maquiagem,Miss Frandy,,,"R$ 5,87",-20,"R$ 5,87",Cód: 1038002,https://www.farmaponte.com.br/pincel-mfra-esc-sobran-serena-rx0614/p
Tonalizante Color Express Fun Blue Rock 100mL,Coloração,generico,"R$ 34,59",0%,"R$ 33,90",-2,"R$ 33,90",Cód: 1040542,https://www.farmaponte.com.br/tonalizante-color-express-fun-blue-rock-100ml/p
Pente Fino Marco Boni Ref.1069,Acessórios para Cabelo,"Marco Boni, Casa Mia, Bonitta e Klin","R$ 3,89",0%,"R$ 3,81",-2,"R$ 3,81",Cód: 1008124,https://www.farmaponte.com.br/pente-fino-marco-boni-ref1069/p
Sany D 14.000ui 4 Comprimidos Revestidos,Vitaminas & Minerais,generico,"R$ 34,73",14%,"R$ 29,27",-16,"R$ 29,27",Cód: 1047818,https://www.farmaponte.com.br/sany-d-14000ui-caixa-com-4-comprimidos-revestidos/p
"Diprogenta 0,64mg g + 1mg g 30g Creme Farmasa",Antibiotico,Cosmed,"R$ 51,73",15%,"R$ 43,09",-17,"R$ 43,09",Cód: 9881,https://www.farmaponte.com.br/diprogenta-cre-30gr/p
"Alginac 5000mcg + 100mg + 100mg + 75mg, Caixa Com 3 Ampolas Com 1mL De Solucao De Uso Intramuscular + 3 Ampolas Com 2mL De Diluente",Reumatismo,P&G,"R$ 37,42",8%,"R$ 33,74",-10,"R$ 33,74",Cód: 71536,https://www.farmaponte.com.br/alginac-5000mcg-100mg-100mg-75mg-caixa-com-3-ampolas-com-1ml-de-solucao-de-uso-intramuscular-3-ampolas-com-2ml-de-diluente/p
Bucha Vegetal Catherine C2503-5,Esponjas e Buchas de Banho,generico,,,"R$ 5,87",-12,"R$ 5,87",Cód: 1040996,https://www.farmaponte.com.br/bucha-vegetal-catherine-c2503-5/p
Máscara PFF2 Infantil com 1 unidade Branca Polimed,Máscara de Proteção,generico,,,"R$ 4,90",-26,"R$ 4,90",Cód: 1042125,https://www.farmaponte.com.br/mascara-pff2-inf-branca-poli-un/p
"Mamades 0,075 Mg 28 Comprimidos",Anticoncepcional,Eurofarma,"R$ 43,93",14%,"R$ 37,02",-16,"R$ 37,02",Cód: 1038621,https://www.farmaponte.com.br/mamades-0075mg-28cpr/p
"Strepsils 8,75mg Sabor Mel e Limão 16 Pastilhas",Descongestionante Nasal,Reckitt Benckiser,"R$ 31,99",3%,"R$ 30,53",-5,"R$ 30,53",Cód: 805613,https://www.farmaponte.com.br/strepsils-mel-e-limao-16past/p
"Noretisterona 0,35mg 35 comprimidos Biolab Genérico",Tratamento De Distúrbios Hormonais,Biolab Genéricos,"R$ 10,82",10%,"R$ 9,55",-12,"R$ 9,55",Cód: 1037846,https://www.farmaponte.com.br/noretisterona-035mg-35cpr-biol/p
Caneca Decorada Kuka Fun 300 Ml Menina 6162,Copo Infantil,Kuka,,,"R$ 43,89",-2,"R$ 43,89",Cód: 1035471,https://www.farmaponte.com.br/caneca-dec-kuka-fun-300ml-menina-6162/p
"Protetor Diario Intimus Days Com Perfume, Sem Abas, Leve 80 Pague 70",Absorventes,Intimus,"R$ 25,95",10%,"R$ 22,89",-12,"R$ 22,89",Cód: 1013351,https://www.farmaponte.com.br/protetor-diario-intimus-days-com-perfume-sem-abas-leve-80-pague-70/p
Tintura Garnier Nutrisse Creme nº 677 chocolate intenso,Coloração,Nutrisse,,,"R$ 18,38",-12,"R$ 18,38",Cód: 188271,https://www.farmaponte.com.br/tintura-garnier-nutrisse-creme-no-677-chocolate-intenso/p
"Biotina 250Mg Qualynutri, Com 60 Capsulas",Relaxante Muscular,generico,"R$ 35,00",15%,"R$ 29,30",-16,"R$ 29,30",Cód: 1044638,https://www.farmaponte.com.br/biotina-250mg-qualynutri-com-60-capsulas/p
"Repelente Raid Elétrico Líquido 45 Noites óleo de eucalipto, refil, 1 unidade com 32,9mL",Repelentes,Raid,,,"R$ 14,69",-12,"R$ 14,69",Cód: 1008545,https://www.farmaponte.com.br/repelente-raid-eletrico-liquido-45-noites-oleo-de-eucalipto-329ml-1-unidade/p
Preservativo Blowtex Prazer Retardeante Leve9 Pague6,Preservativos,generico,"R$ 18,20",0%,"R$ 17,84",-2,"R$ 17,84",Cód: 1045943,https://www.farmaponte.com.br/preservativo-blowtex-prazer-retardeante-leve9-pague6/p
Kit 2 Mamadeiras Easy Start Set 130mL 260mL Azul MAM,Mamadeira,generico,"R$ 167,69",0%,"R$ 164,34",-2,"R$ 164,34",Cód: 1044031,https://www.farmaponte.com.br/kit-mamadeira-mam-easy-start-azul-130ml-mamadeira-mam-easy-start-azul-260ml/p
"Provance 100.000.000Ufc, Caixa Com 30 Comprimidos Mastigaveis, Limao",Regulador Intestinal,Aché,"R$ 134,33",5%,"R$ 125,14",-7,"R$ 125,14",Cód: 1015677,https://www.farmaponte.com.br/provance-100000000ufc-caixa-com-30-comprimidos-mastigaveis-limao/p
Mamadeira Lolly Oceano Orto Azul 250ml 2062,Mamadeira,Lolly,"R$ 24,99",0%,"R$ 24,49",-2,"R$ 24,49",Cód: 1031855,https://www.farmaponte.com.br/mamadeira-lolly-oceano-250ml-rosa/p
Tonalizante L'Oréal Casting Creme Gloss nº 532 petit gateau,Coloração,L'Oréal Paris,,,"R$ 32,13",-20,"R$ 32,13",Cód: 1043506,https://www.farmaponte.com.br/tintura-casting-gloss-n532-petit-gateau/p
"Colágeno Vital Proteins frasco com 341g de pó para solução de uso oral, sabor matcha",Colágeno,Nestlé,,,"R$ 154,35",-31,"R$ 154,35",Cód: 1041788,https://www.farmaponte.com.br/vital-proteins-colla-mat-cha-341g/p
"Sintocalmy 300Mg, Caixa Com 20 Comprimidos Revestidos",Hipnóticos Sedativos,Aché,"R$ 53,56",10%,"R$ 47,34",-12,"R$ 47,34",Cód: 803568,https://www.farmaponte.com.br/sintocalmy-300mg-caixa-com-20-comprimidos-revestidos/p
"Expec 0,4Mg Ml + 20Mg Ml + 4Mg Ml + 6Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope",Broncodilatador,Legrand,"R$ 51,79",27%,"R$ 36,86",-29,"R$ 36,86",Cód: 40614,https://www.farmaponte.com.br/expec-04mgml-20mgml-4mgml-6mgml-caixa-com-1-frasco-com-120ml-de-xarope/p
Talco para Pés Rose Kester Sport 100g,Talco e Desodorante para Pé,generico,"R$ 12,21",10%,"R$ 10,77",-12,"R$ 10,77",Cód: 1018001,https://www.farmaponte.com.br/talco-kester-pes-rosa-sport-100g/p
Salon Line Todecacho Alta Definição Gelatina 320g,Lubrificante íntimo,generico,"R$ 25,69",0%,"R$ 25,18",-2,"R$ 25,18",Cód: 1040927,https://www.farmaponte.com.br/salon-line-todecacho-alta-definicao-gelatina-320g/p
Cera Modeladora Rehidratt 120g,Finalizador,generico,"R$ 29,88",10%,"R$ 26,35",-12,"R$ 26,35",Cód: 1043422,https://www.farmaponte.com.br/pomada-modeladora-hair-fix-extra-forte-120g/p
Chup kuka verde color ort 2029,Chupeta,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1024884,https://www.farmaponte.com.br/chup-kuka-verde-color-ort-2029/p
Escova Dental Curaprox Velvet 12460,Escova Dental,generico,"R$ 59,72",10%,"R$ 52,68",-12,"R$ 52,68",Cód: 1046955,https://www.farmaponte.com.br/escova-dental-curaprox-12460-velvet-ultra-macia/p
Eico Máscara Tratamento Hidratação Crescimento Fortalecimento Cabelos Longos 270g,Creme para Pentear,generico,"R$ 31,39",20%,"R$ 24,49",-22,"R$ 24,49",Cód: 1051080,https://www.farmaponte.com.br/eico-mascara-tratamento-hidratacao-crescimento-fortalecimento-cabelos-longos-270g/p
Base Vult BB Sérum Fps 60 30ml - cor V300,Base,generico,"R$ 34,99",0%,"R$ 34,29",-2,"R$ 34,29",Cód: 1046735,https://www.farmaponte.com.br/base-vult-bb-serum-fps-60-30ml-cor-v300/p
Mamadeira Kuka Aquarela Bico Ortodôntico 250ML Cor Azul,Mamadeira,Kuka,"R$ 27,39",0%,"R$ 26,84",-2,"R$ 26,84",Cód: 1009747,https://www.farmaponte.com.br/mamadeira-kuka-aquarela-6-meses-sem-alca-azul-com-capacidade-de-250ml/p
"Hidratante Labial Profuse Hidradeep FPS 30 com 5,5g",Hidratante Labial,Profuse,,,"R$ 44,01",-12,"R$ 44,01",Cód: 1007952,https://www.farmaponte.com.br/hidradeep-labial-55gr-zz/p
Fio Dental Johnson S Johnson Essencial 100Mt,Fios E Fitas,Reach,"R$ 18,40",0%,"R$ 18,03",-2,"R$ 18,03",Cód: 805814,https://www.farmaponte.com.br/fio-dental-johnson-amp-johnson-reach-essencial-menta-com-100m/p
Creme De Pentear Pantene Pro-V Liso Extremo 240GR,Creme para Pentear,generico,"R$ 21,69",0%,"R$ 21,26",-2,"R$ 21,26",Cód: 805395,https://www.farmaponte.com.br/creme-de-pentear-pantene-pro-v-liso-extremo-250ml/p
Turma da Mônica Kids Condicionador Todos os Tipos de Cabelos 260ml,Condicionador Infantil,generico,"R$ 18,99",0%,"R$ 18,61",-2,"R$ 18,61",Cód: 1051464,https://www.farmaponte.com.br/turma-da-monica-kids-condicionador-todos-os-tipos-de-cabelos-260ml/p
"Pente De Cabelos Ricca Cabo Fino, Ref.353",Cabelos,Ricca,,,"R$ 3,52",-12,"R$ 3,52",Cód: 807285,https://www.farmaponte.com.br/pente-de-cabelos-ricca-cabo-fino-ref353/p
Creme para Pentear Pantene Pro-V Repara Restauração com 240g,Creme para Pentear,Pantene Pro-V,"R$ 31,97",10%,"R$ 28,19",-12,"R$ 28,19",Cód: 1026511,https://www.farmaponte.com.br/creme-de-pentear-pantene-pro-v-restauracao-250ml/p
Marco Boni Soft Esponja Anatômica para Banho Ref. 8469,Esponjas e Buchas de Banho,generico,"R$ 9,29",0%,"R$ 9,10",-2,"R$ 9,10",Cód: 1050457,https://www.farmaponte.com.br/marco-boni-soft-esponja-anatomica-para-banho-ref-8469/p
Creme Facial Cicatricure Gold Lift Diurno FPS30 50g,Hidrtatante Corporal,generico,"R$ 92,99",0%,"R$ 91,13",-2,"R$ 91,13",Cód: 1040212,https://www.farmaponte.com.br/cicatricure-gold-lift-diurno-fpf30-50g/p
Brinquedo para Cachorro Tipo Mola Tamanho P Loopy,Acessórios para a Saúde,generico,"R$ 14,20",0%,"R$ 13,92",-2,"R$ 13,92",Cód: 1051778,https://www.farmaponte.com.br/brinquedo-para-cachorro-tipo-mola-tamanho-p-loopy/p
"Iziz 2,5mg + 1,5mg 28 Comprimidos Revestidos",Anticoncepcional,generico,"R$ 59,61",22%,"R$ 45,85",-23,"R$ 45,85",Cód: 1039717,https://www.farmaponte.com.br/iziz-25mg-15mg-28-comprimidos-revestidos/p
"Selene 0,035Mg + 2Mg, Caixa Com 63 Comprimidos Revestidos",Antiacneico,Eurofarma,"R$ 76,32",16%,"R$ 62,83",-18,"R$ 62,83",Cód: 804560,https://www.farmaponte.com.br/selene-0035mg-2mg-caixa-com-63-comprimidos-revestidos/p
Naturetti Geleia 130G S Acucar,Laxantes e Purgantes,Neo Química,"R$ 88,17",9%,"R$ 78,63",-11,"R$ 78,63",Cód: 49662,https://www.farmaponte.com.br/naturetti-geleia-130g-s-acucar/p
Tintura Cor Ton Niely 0  Amônia 6.26 MARSALA,Coloração,generico,"R$ 23,53",15%,"R$ 19,50",-17,"R$ 19,50",Cód: 1048983,https://www.farmaponte.com.br/tintura-cor-ton-niely-0-amonia-626-marsala/p
Kit Secador E Prancha De Viagem Essenza Multilaser EB052,Eletrônicos,generico,"R$ 180,28",11%,"R$ 156,78",-13,"R$ 156,78",Cód: 1042736,https://www.farmaponte.com.br/kit-essenza-secad-bivpran-eb052/p
"Massageol 52,50Mg + 44,40Mg + 20Mg, Bisnaga Com 30G De Pomada De Uso Dermatologico",Reumatismo,Neo Química,"R$ 29,69",39%,"R$ 17,74",-40,"R$ 17,74",Cód: 177377,https://www.farmaponte.com.br/massageol-5250mg-4440mg-20mg-bisnaga-com-30g-de-pomada-de-uso-dermatologico/p
Estomazil 1 Envelope Abacaxi X50,Digestivo,Cosmed,"R$ 3,48",0%,"R$ 3,41",-2,"R$ 3,41",Cód: 1000053,https://www.farmaponte.com.br/estomazil-1env-abacaxi-x50/p
Pincel M.Fra Sombra Serena Rx0606,Acessórios de Maquiagem,generico,,,"R$ 4,89",-25,"R$ 4,89",Cód: 1038019,https://www.farmaponte.com.br/pincel-mfra-sombra-serena-rx0606/p
Tintura Biocolor Mini Kit Creme N6.0 Louro Escuro,Coloração,Biocolor,"R$ 16,70",22%,"R$ 12,73",-24,"R$ 12,73",Cód: 1041562,https://www.farmaponte.com.br/tintura-biocolor-mini-kit-creme-n60-louro-escuro/p
Palito Ponta Chanfrada Bellesa Com 6 Unid 887B,Cuidados com as Unhas,generico,"R$ 2,99",0%,"R$ 2,93",-2,"R$ 2,93",Cód: 1033898,https://www.farmaponte.com.br/palito-bellesa-pontchan-c6-887b/p
"Desodorante Antitranspirante Axe Seco peace, aerossol, 1 unidade com 152mL",Desodorantes,Axe,,,"R$ 9,79",-32,"R$ 9,79",Cód: 1017598,https://www.farmaponte.com.br/desodorante-antitranspirante-axe-seco-peace-aerosol-1-unidade-com-152ml/p
"Rehidrat po 50 4env 7,337gr",Rehidratante,Eurofarma,"R$ 37,87",13%,"R$ 32,29",-15,"R$ 32,29",Cód: 4707,https://www.farmaponte.com.br/zz-rehidrat-po-50-4env-7337gr/p
Tintura Cor E Ton Mini Kit N12.11 Louro Platinado,Coloração,Cor&Ton,"R$ 19,80",14%,"R$ 16,65",-16,"R$ 16,65",Cód: 1019921,https://www.farmaponte.com.br/tintura-cor-amp-ton-mini-no-1211-loiro-platinado/p
Pomada Promamma Lanolina Protetor P  Seios 30g,Protetor de Seio,generico,,,"R$ 27,43",-25,"R$ 27,43",Cód: 1048070,https://www.farmaponte.com.br/pomada-promamma-lanolina-protetor-p-seios-30g/p
Massageol Pomada 15g,Reumatismo,Neo Química,,,"R$ 8,77",-41,"R$ 8,77",Cód: 177385,https://www.farmaponte.com.br/massageol-5250mg-4440mg-20mg-bisnaga-com-15g-de-pomada-de-uso-dermatologico/p
Hawaiian Tropic After Sun Refrescante - Gel 240ml,Protetor Solar,generico,"R$ 59,99",0%,"R$ 58,79",-2,"R$ 58,79",Cód: 1051981,https://www.farmaponte.com.br/hawaiian-tropic-after-sun-refrescante-gel-240ml/p
Leucogen 20mg 5ml Aché Xarope 120mL,Imuno Modulador,Aché,"R$ 118,12",14%,"R$ 99,55",-16,"R$ 99,55",Cód: 44431,https://www.farmaponte.com.br/leucogen-20mg5ml-caixa-contendo-1-frasco-com-120ml-de-xarope-1-copo-medidor/p
Puran T4 112Mcg 30 Comprimidos,Tratamento De Distúrbios Hormonais,Sanofi,"R$ 34,09",10%,"R$ 30,07",-12,"R$ 30,07",Cód: 200697,https://www.farmaponte.com.br/puran-t4-112mcg-caixa-com-30-comprimidos/p
