name,sub_category,brand,unit_price,discount,discount_price,pix_discount,pix_price,code,link
Ed kin pack 2x1 blister junior,Escova Dental Infantil,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1026649,https://www.farmaponte.com.br/ed-kin-pack-2x1-blister-junior/p
Sérum Deo Hidratante Corporal Dove Pró - Ceramidas + Dermo Hidratante Bisnaga 180mL,Hidrtatante Corporal,generico,"R$ 30,39",0%,"R$ 29,78",-2,"R$ 29,78",Cód: 1050965,https://www.farmaponte.com.br/serum-deo-hidratante-corporal-dove-pro-ceramidas-dermo-hidratante-bisnaga-180ml/p
Kit Lente De Contato Trea Leans 360ml + 120ml - Lebon,Lubrificante Ocular,generico,"R$ 37,34",12%,"R$ 32,24",-14,"R$ 32,24",Cód: 1050748,https://www.farmaponte.com.br/kit-lente-de-contato-trea-leans-360ml-120ml-lebon/p
Po Descolorante Queratina Maxilluring Pacote Com 25G,Descolorante,generico,"R$ 5,99",0%,"R$ 5,87",-2,"R$ 5,87",Cód: 1052176,https://www.farmaponte.com.br/po-descolorante-queratina-maxilluring-pacote-com-25g/p
Hidra Balm Reparador Labial Diário FPS10 7g,Hidratante Labial,generico,"R$ 34,09",0%,"R$ 33,41",-2,"R$ 33,41",Cód: 1048261,https://www.farmaponte.com.br/hidra-balm-reparador-labial-diario-fps10-7g/p
Luva Procedimento Latex  P Com 100 Unidades,Acessórios para a Saúde,generico,"R$ 75,56",10%,"R$ 66,64",-12,"R$ 66,64",Cód: 796496,https://www.farmaponte.com.br/luva-proc-latex-supermax-p-c100/p
Condicionador Pantene 3 Minutos Nutri 170 Ml,Condicionador,Pantene Pro-V,"R$ 39,17",0%,"R$ 38,39",-2,"R$ 38,39",Cód: 1030470,https://www.farmaponte.com.br/zz-cond-pantene-3min-liso-extremo-170ml/p
Shampoo Dove Texturas Reais Cabelos Crespos Com 355Ml,Shampoo,Dove,"R$ 23,90",0%,"R$ 23,42",-2,"R$ 23,42",Cód: 1045289,https://www.farmaponte.com.br/shampoo-dove-texturas-reais-cabelos-crespos-com-355ml/p
Absorvente Para Incontinencia Urinaria Tena Lady Discreet Maxi Nigth 2X6 + Brinde,Absorventes,Tena,"R$ 52,80",10%,"R$ 46,57",-12,"R$ 46,57",Cód: 1047209,https://www.farmaponte.com.br/absorvente-para-incontinencia-urinaria-tena-lady-discreet-maxi-nigth-2x6-brinde/p
Condicionador Seda Pretos Luminosos 325Ml,Condicionador,Seda,"R$ 16,90",0%,"R$ 16,56",-2,"R$ 16,56",Cód: 1019426,https://www.farmaponte.com.br/cond-seda-pretos-lumi-325ml/p
Creme Alisante H Life Liso   Nat 180GR,Alisante,generico,"R$ 17,89",0%,"R$ 17,53",-2,"R$ 17,53",Cód: 30473,https://www.farmaponte.com.br/cr-al-h-life-liso-nat-180gr/p
Escova Dental Curaprox Curakid Ck4260,Escova Dental Infantil,Curaprox,"R$ 43,83",10%,"R$ 38,66",-12,"R$ 38,66",Cód: 1029272,https://www.farmaponte.com.br/ed-curaprox-curakid-ck4260/p
Óleo Corporal Desodorante Cia da Natureza Amêndoas Doces e Colágeno 110Ml,Óleo e Sérum de Tratamento,generico,"R$ 12,99",0%,"R$ 12,73",-2,"R$ 12,73",Cód: 1051449,https://www.farmaponte.com.br/oleo-corporal-desodorante-cia-da-natureza-amendoas-doces-e-colageno-110ml/p
Chupeta Bico de Silicone Signature 6+ Meses Menino 7341-2B NUK,Chupeta,Nuk,,,"R$ 21,55",-2,"R$ 21,55",Cód: 1009161,https://www.farmaponte.com.br/chupeta-nuk-classic-6-meses-decorada-azul/p
Condicionador Granado Bebê Tradicional 250mL,Condicionador Infantil,Granado Pharmácias,"R$ 20,29",11%,"R$ 17,63",-13,"R$ 17,63",Cód: 1021144,https://www.farmaponte.com.br/cond-granado-250ml-bebe/p
Máscara de Tratamento Pantene Restauração com 270mL,Creme para Pentear,Pantene,"R$ 32,42",0%,"R$ 31,77",-2,"R$ 31,77",Cód: 805425,https://www.farmaponte.com.br/cr-trat-pantene-restau-profunda-270ml/p
Fralda Pampers Pants Ajuste Total XG Com 66 Unidades,Fraldas,generico,"R$ 152,15",10%,"R$ 134,20",-12,"R$ 134,20",Cód: 1047315,https://www.farmaponte.com.br/fralda-pampers-pants-ajuste-total-xg-com-66-unidades/p
Fibra Alimentar Fibermais Sem Sabor 260G,Laxantes e Purgantes,FiberMais,"R$ 129,99",0%,"R$ 127,39",-2,"R$ 127,39",Cód: 797017,https://www.farmaponte.com.br/fibermais-ssabor-260gr/p
Creme Hidratante para as Mãos Granado Pink 60g,Creme para Mão,generico,"R$ 23,99",0%,"R$ 23,51",-2,"R$ 23,51",Cód: 1047874,https://www.farmaponte.com.br/creme-hidratante-para-as-maos-granado-pink-60g/p
Sh Pantene Queratina Com 175ml,Shampoo,generico,"R$ 17,40",0%,"R$ 17,05",-2,"R$ 17,05",Cód: 1051404,https://www.farmaponte.com.br/sh-pantene-queratina-com-175ml/p
"Escova Marco Boni Animal Print Raquete, Ref.7792T",Escova de cabelos,"Marco Boni, Casa Mia, Bonitta e Klin",,,"R$ 31,64",-2,"R$ 31,64",Cód: 1026564,https://www.farmaponte.com.br/escova-marco-boni-animal-print-raquete-ref7792t/p
Condicionador Seda Colageno Vitamina C 325Ml,Condicionador,generico,"R$ 16,90",0%,"R$ 16,56",-2,"R$ 16,56",Cód: 1041127,https://www.farmaponte.com.br/condicionador-seda-colageno-vit-c-325ml/p
Estomazil Pó Efervescente Sabor Abacaxi Frasco 100g,Digestivo,Cosmed,,,"R$ 23,09",-14,"R$ 23,09",Cód: 1026474,https://www.farmaponte.com.br/estomazil-462mg-90mg-438mg-caixa-com-100g-de-granulado-efervescente-abacaxi/p
"Fralda Descartavel Huggies Supreme Care P, 48 Unidades",Fraldas,Huggies,"R$ 64,55",7%,"R$ 58,70",-9,"R$ 58,70",Cód: 1032256,https://www.farmaponte.com.br/fralda-descartavel-huggies-supreme-care-p-48-unidades/p
"Fralda Bummis P, 56 Unidades",Fraldas,Capricho,"R$ 54,00",4%,"R$ 50,85",-6,"R$ 50,85",Cód: 1039156,https://www.farmaponte.com.br/fralda-capricho-bummis-p-56-unidades/p
Chup lillo 612420 t1 or s azul,Chupeta,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1024890,https://www.farmaponte.com.br/chup-lillo-612420-t1-or-s-azul/p
Colonia Thipos Masculina Theor 083 30 Ml,Colônias,generico,,,"R$ 29,30",-12,"R$ 29,30",Cód: 1034240,https://www.farmaponte.com.br/col-thipos-masc-theor-083-30ml/p
Tintura Cor E Ton Mini Kit N6.5 Acaju,Coloração,Cor&Ton,,,"R$ 14,69",-26,"R$ 14,69",Cód: 1013311,https://www.farmaponte.com.br/tintura-cor-amp-ton-mini-no-65-louro-escuro-acaju/p
Escova limpeza lolly 2x1 azul,Escova de Mamadeira,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1015403,https://www.farmaponte.com.br/escova-limpeza-lolly-2x1-azul/p
Hidratante Gel De Banho Bath Ureadin Isdin Com 424g,Dermatológico,generico,,,"R$ 77,32",-2,"R$ 77,32",Cód: 1042771,https://www.farmaponte.com.br/ureadin-bath-gel-com-424gr/p
Complemento Alimentar Nutren Senior Sem Sabor 740G,Complemento Alimentar para Adultos,Nutren,"R$ 172,89",0%,"R$ 169,43",-2,"R$ 169,43",Cód: 1032252,https://www.farmaponte.com.br/suplemento-alimentar-nutren-senior-sem-sabor-lata-1-unidade-com-740g/p
Vitamina B12 Kester 60 cápsulas,Vitaminas & Minerais,generico,"R$ 39,90",0%,"R$ 39,10",-2,"R$ 39,10",Cód: 1015553,https://www.farmaponte.com.br/vitamina-b12-60cps/p
Complemento Alimentar Nutren Senior Café Com Leite 740G,Complemento Alimentar para Adultos,Nutren,"R$ 172,89",0%,"R$ 172,89",,"R$ 172,89",Cód: 1038060,https://www.farmaponte.com.br/suplemento-alimentar-nutren-senior-cafe-com-leite-lata-1-unidade-com-740g/p
"Eparema 103Mg Ml, Flaconete Com 10Ml De Solucao Oral, Hortela",Digestivo,Cosmed,"R$ 4,68",0%,"R$ 4,59",-2,"R$ 4,59",Cód: 1003502,https://www.farmaponte.com.br/eparema-103mgml-flaconete-com-10ml-de-solucao-oral-hortela/p
Nervocalm 250mg WP Lab 60 Comprimidos,Hipnóticos Sedativos,WP LAB Indústria Farmacêutica,"R$ 76,78",18%,"R$ 61,64",-20,"R$ 61,64",Cód: 1018094,https://www.farmaponte.com.br/nervocalm-250mg-60cpr/p
"Carvedilol 3,125mg  30 Comprimidos Germed",Anti-hipertensivos,generico,"R$ 49,09",43%,"R$ 27,42",-44,"R$ 27,42",Cód: 1024708,https://www.farmaponte.com.br/carvedilol-3125-mg-30-comprimidos-germed/p
"Luftal Gel Caps 125Mg, Caixa Com 10 Capsulas Gelatinosas Moles",Digestivo,Reckitt Benckiser,"R$ 28,99",5%,"R$ 26,98",-7,"R$ 26,98",Cód: 80888,https://www.farmaponte.com.br/luftal-gel-caps-125mg-caixa-com-10-capsulas-gelatinosas-moles/p
Monitor De Pressao Arterial De Pulso Omron Hem-6124,Medidor de Pressão,generico,"R$ 189,00",11%,"R$ 164,62",-13,"R$ 164,62",Cód: 1041805,https://www.farmaponte.com.br/monitor-de-pressao-arterial-de-pulso-omron-control-hem-6124/p
Sabonete Darrow Actine Control Liquido Com 240Ml,Limpeza Facial,Darrow,"R$ 71,29",0%,"R$ 69,86",-2,"R$ 69,86",Cód: 1011741,https://www.farmaponte.com.br/sabonete-darrow-actine-control-liquido-com-240ml/p
Mamadeira Super Higiênica Acinturada 240ml -Marie Bico Ortodôntico,Mamadeira,BabyGo,"R$ 22,99",0%,"R$ 22,53",-2,"R$ 22,53",Cód: 1039705,https://www.farmaponte.com.br/mam-babygo-orto-sil-cat-240ml/p
Hawaiian Tropic Spray Island Sport Locion Protetor Solar FPS 50 170g,Protetor Solar,generico,"R$ 76,99",0%,"R$ 75,45",-2,"R$ 75,45",Cód: 1051975,https://www.farmaponte.com.br/hawaiian-tropic-spray-island-sport-locion-protetor-solar-fps-50-240ml/p
"Trimusk 125Mg + 50Mg + 300Mg + 30Mg, Caixa Com 15 Comprimidos",Relaxante Muscular,Eurofarma,"R$ 24,96",8%,"R$ 22,50",-10,"R$ 22,50",Cód: 1037598,https://www.farmaponte.com.br/trimusk-125mg-50mg-300mg-30mg-caixa-com-15-comprimidos/p
Protetor Solar Kester Sun Fps30 120Ml,Protetor Solar Corporal,generico,,,"R$ 8,13",-12,"R$ 8,13",Cód: 1016212,https://www.farmaponte.com.br/br-kester-sun-fps30-120ml/p
Eparema Takeda 200mL Líquido,Digestivo,Cosmed,"R$ 79,44",0%,"R$ 77,85",-2,"R$ 77,85",Cód: 1066,https://www.farmaponte.com.br/eparema-206mgml-caixa-com-1-frasco-com-200ml-de-solucao-de-uso-oral/p
Pó Compacto Vult Tradicional V410,Pó Compacto,generico,"R$ 27,99",15%,"R$ 23,22",-17,"R$ 23,22",Cód: 1050005,https://www.farmaponte.com.br/po-compacto-vult-tradicional-v410/p
Emulvit Nutrição Kids Chocolate 350g,Suplemento Alimentar Infantil,generico,"R$ 35,99",0%,"R$ 35,27",-2,"R$ 35,27",Cód: 1034215,https://www.farmaponte.com.br/emulvit-nutre-kids-chocolate-350gr/p
Bronzeador Australian Gold  Bronzeador FPS30 SP Gel 125mL,Protetor Solar,O Boticário,"R$ 49,99",0%,"R$ 48,99",-2,"R$ 48,99",Cód: 1032165,https://www.farmaponte.com.br/br-aust-g-ins-br-fps30-sp-gel-125ml/p
Bravan Duo 320mg + 5mg comprimidos,Anti-hipertensivos,Aché,"R$ 102,00",14%,"R$ 85,97",-16,"R$ 85,97",Cód: 1042588,https://www.farmaponte.com.br/bravan-duo-320mg-5mg-com-30-comprimidos-revestidos/p
Shampoo Clear Men Limpeza Diaria 2X1 200 Ml,Shampoo Anticaspa,Clear,"R$ 22,40",0%,"R$ 21,95",-2,"R$ 21,95",Cód: 797917,https://www.farmaponte.com.br/zz-sh-clear-men-limp-diaria-2x1-200ml/p
Magnazia Abacaxi 30 Comprimidos Mastigaveis,Digestivo,1Farma,"R$ 24,90",27%,"R$ 17,92",-28,"R$ 17,92",Cód: 1024375,https://www.farmaponte.com.br/magnazia-abacaxi-30cpr-mast/p
Creme Dental Close Up Menthol Paradise 90Gr,Creme E Gel Dental,Closeup,"R$ 4,60",0%,"R$ 4,51",-2,"R$ 4,51",Cód: 63282,https://www.farmaponte.com.br/cd-close-up-menthol-paradise-90gr/p
"Quitlis Solucao Oral, Frasco Com 150Ml",Vitaminas & Minerais,Hebron,"R$ 78,26",8%,"R$ 70,56",-10,"R$ 70,56",Cód: 1004253,https://www.farmaponte.com.br/quitlis-solucao-oral-frasco-com-150ml/p
Toalha Umedecida Baby Club Premium 120Un,Lenço Umedecido,Turma Do Soninhho,"R$ 12,99",0%,"R$ 12,73",-2,"R$ 12,73",Cód: 1044126,https://www.farmaponte.com.br/toalha-umed-tsoninho-c-100un/p
"Cloridrato de Fexofenadina 180Mg Neo Quimica, Caixa Com 10 Comprimidos Revestidos",Anti Histaminico E Antialergico Topico,generico,,,"R$ 38,24",-48,"R$ 38,24",Cód: 1043175,https://www.farmaponte.com.br/cloridrato-de-fexofenadina-180mg-neo-quimica-caixa-com-30-comprimidos-revestidos/p
Vitamina Forteplus Energy Guaraná 480Ml - Biofhitus,Vitaminas & Minerais,generico,"R$ 79,90",0%,"R$ 78,30",-2,"R$ 78,30",Cód: 1065719,https://www.farmaponte.com.br/vitamina-forteplus-energy-guarana-480ml-biofhitus/p
Creme Dental Colgate Tripla Acao Menta Com 180g,Creme E Gel Dental,generico,"R$ 9,90",0%,"R$ 9,70",-2,"R$ 9,70",Cód: 1043846,https://www.farmaponte.com.br/creme-dental-colgate-tripla-acao-menta-com-180g/p
"Sabonete de Banho Alma Das Flores Queen, Barra, 130G",Sabonetes em Barra,Alma de Mulher,"R$ 9,72",10%,"R$ 8,58",-12,"R$ 8,58",Cód: 1025780,https://www.farmaponte.com.br/kit-de-banho-alma-das-flores-queen-barra-130g/p
"Grampo De Cabelo Marco Boni Dourado, Pequeno, 50 Unidades",Acessórios Capilares,"Marco Boni, Casa Mia, Bonitta e Klin","R$ 6,99",0%,"R$ 6,85",-2,"R$ 6,85",Cód: 1024323,https://www.farmaponte.com.br/grampo-de-cabelo-marco-boni-dourado-pequeno-50-unidades/p
Creme para Pentear Pantene Bambu 240g,Creme para Pentear,Pantene Pro-V,"R$ 22,40",0%,"R$ 21,95",-2,"R$ 21,95",Cód: 1039484,https://www.farmaponte.com.br/creme-para-pentear-pantene-pro-v-bambu-240g/p
"Picoprep contém 2 sachês com 16,1g cada - sabor laranja",Laxantes e Purgantes,Ferring,"R$ 53,34",0%,"R$ 52,27",-2,"R$ 52,27",Cód: 1031773,https://www.farmaponte.com.br/picoprep-10mg-35g-12g-caixa-com-2-saches-de-po-para-preparo-extemporaneo-de-uso-oral/p
Sabonete Soapelle Darrow Liquido com 140Ml,Antisséptico,Darrow,,,"R$ 48,99",-2,"R$ 48,99",Cód: 790150,https://www.farmaponte.com.br/sabonete-soapelle-darrow-liquido-com-140ml/p
"Sabonete Senador Classic Barra, 1 Unidade Com 130G",Sabonetes em Barra,Senador,"R$ 8,32",10%,"R$ 7,34",-12,"R$ 7,34",Cód: 804606,https://www.farmaponte.com.br/sabonete-senador-classic-barra-1-unidade-com-130g/p
Emulvit Nutrição Kids Baunílha 350g,Suplemento Alimentar Infantil,generico,"R$ 35,99",0%,"R$ 35,27",-2,"R$ 35,27",Cód: 1034294,https://www.farmaponte.com.br/emulvit-nutre-kids-baunilha-350gr/p
Cochal elastico p,"Faixa, Corda e Cinturão",generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1027072,https://www.farmaponte.com.br/cochal-elastico-p/p
"Hidraplex 4 Envelopes Com 27,9G De Po Para Solucao De Uso Oral, Sabor Guarana",Rehidratante,Natulab,"R$ 61,09",61%,"R$ 23,49",-62,"R$ 23,49",Cód: 1010293,https://www.farmaponte.com.br/hidraplex-4-envelopes-com-279g-de-po-para-solucao-de-uso-oral-sabor-guarana/p
Leave-in Cadiveu Boca Rosa Quartzo Shine Balm 120ml,Sabonetes Líquidos,generico,"R$ 54,49",0%,"R$ 53,40",-2,"R$ 53,40",Cód: 1046219,https://www.farmaponte.com.br/leave-in-capilar-cadiveu-essentials-quartzo-shine-120ml/p
Sais de Banho Espumantes para o Rosto e Corpo Labotrat Morango 280g,Sabonetes em Barra,generico,"R$ 24,99",0%,"R$ 24,49",-2,"R$ 24,49",Cód: 1047896,https://www.farmaponte.com.br/sais-de-banho-espumantes-para-o-rosto-e-corpo-labotrat-morango-280g/p
"Desodorante Masculino Nivea Men Protect Sensitive, Aerosol Com 150Ml",Desodorante Aerosol,Nivea,"R$ 18,80",0%,"R$ 18,42",-2,"R$ 18,42",Cód: 797430,https://www.farmaponte.com.br/desodorante-masculino-nivea-men-protect-sensitive-aerosol-com-150ml/p
Chupeta 100  Silicone T2 C 2Un - Azul 6015-02 - Lolly,Chupeta,Lolly,"R$ 38,39",0%,"R$ 37,62",-2,"R$ 37,62",Cód: 1036909,https://www.farmaponte.com.br/chupeta-lolly-special-6-meses-silicone-ortodontica-sortido-com-2-unidades-estojo-transparente-19049/p
Cataflampro Aerossol 85mL,Reumatismo,GSK,"R$ 53,87",20%,"R$ 42,20",-22,"R$ 42,20",Cód: 60402,https://www.farmaponte.com.br/cataflampro-116mgg-caixa-com-1-tubo-aerosol-com-85ml-de-solucao-de-uso-dermatologico/p
"Noripurum Folico 100Mg + 0,35Mg, Caixa Com 30 Comprimidos Mastigaveis",Vitaminas & Minerais,Blanver S.A.,"R$ 78,03",8%,"R$ 70,35",-10,"R$ 70,35",Cód: 801031,https://www.farmaponte.com.br/noripurum-folico-100mg-035mg-caixa-com-30-comprimidos-mastigaveis/p
Seda Ceramidas Shampoo + Condicionador 300 190ML,Kit Shampoo E Condicionador,generico,"R$ 21,90",0%,"R$ 21,46",-2,"R$ 21,46",Cód: 1053040,https://www.farmaponte.com.br/seda-ceramidas-shampoo-condicionador-300-190ml/p
Creme Contra Assadura Hipoglos Transparente Leve 120G Pague 80G,Pomada para Assadura,Hipoglós,"R$ 93,76",18%,"R$ 75,45",-20,"R$ 75,45",Cód: 1039494,https://www.farmaponte.com.br/creme-contra-assadura-hipoglos-transparente-leve-120g-pague-80g/p
ZZ CHUP KUKA PREM SL ORT COL 2812,Chupeta,Kuka,,,"R$ 17,14",-2,"R$ 17,14",Cód: 1007779,https://www.farmaponte.com.br/chupeta-kuka-premium-6-meses-color-rosa/p
"Escova Marco Boni Animal Print Oval, Ref.7791T",Escova de cabelos,"Marco Boni, Casa Mia, Bonitta e Klin","R$ 18,99",0%,"R$ 18,61",-2,"R$ 18,61",Cód: 1026562,https://www.farmaponte.com.br/escova-marco-boni-animal-print-oval-ref7791t/p
"Mamadeira BabyGo 6+ meses, Mickey, azul, 1 unidade com capacidade 240mL",Mamadeira,Dermiwil,"R$ 30,99",0%,"R$ 30,37",-2,"R$ 30,37",Cód: 1038873,https://www.farmaponte.com.br/mamadeira-baby-go-6-meses-mickey-com-capacidade-240ml/p
Aparelho De Depilação Gillette Venus Tropical 3 Unidades,Depilação E Redutor De Pelos,P&G,"R$ 43,65",10%,"R$ 38,50",-12,"R$ 38,50",Cód: 1033085,https://www.farmaponte.com.br/aparelho-depilatorio-venus-tropical-gillette-3-unidades/p
Máscara Capilar Jacques Janine Power Nutrition 240g,Máscara Capilar,generico,"R$ 43,99",0%,"R$ 43,11",-2,"R$ 43,11",Cód: 1045725,https://www.farmaponte.com.br/mascara-capilar-jacques-janine-power-nutrition-240g/p
Protetor Solar Facial Episol Color Tom 4 Médio Escuro FPS70 40ml,Protetor Solar Facial,Episol,,,"R$ 97,89",-2,"R$ 97,89",Cód: 1042477,https://www.farmaponte.com.br/episol-color-tom-4-medio-escuro-fps70-40ml/p
Fralda Capricho Baby Super Hiper XG com 58 unidades,Fraldas,generico,"R$ 62,00",0%,"R$ 60,65",-2,"R$ 60,65",Cód: 1053029,https://www.farmaponte.com.br/fralda-capricho-baby-super-hiper-xg-com-58-unidades/p
"Hidratante Labial FPS 30 Menta Viver Bem  3,6g",Protetor Labial,generico,"R$ 14,99",0%,"R$ 14,69",-2,"R$ 14,69",Cód: 1018005,https://www.farmaponte.com.br/hidratante-labial-kester-fps30/p
"Doril Enxaqueca 250Mg + 250Mg + 65Mg, Caixa Com 18 Comprimidos Revestidos",Analgésico Antitérmico,Cosmed,"R$ 41,99",19%,"R$ 33,47",-20,"R$ 33,47",Cód: 1026476,https://www.farmaponte.com.br/doril-enxaqueca-250mg-250mg-65mg-caixa-com-18-comprimidos-revestidos/p
Kit Shampoo  250mL  + Sabonete Líquido da Cabeça aos Pés  250mL  Trá Lá Lá Baby - Hidrata,Kit Escova Dental + Creme Dental Infantil,generico,"R$ 32,69",0%,"R$ 32,04",-2,"R$ 32,04",Cód: 1044973,https://www.farmaponte.com.br/kit-shampoo-sabonete-liquido-tra-la-la-baby-hidrata-250ml/p
Tintura L Oreal Imedia Excellence Creme N  6.1 Louro Escuro Acinzentado,Coloração,L'Oréal Paris,"R$ 30,80",16%,"R$ 25,38",-18,"R$ 25,38",Cód: 52256,https://www.farmaponte.com.br/tintura-loreal-imedia-excellence-creme-no-61-louro-escuro-acinzentado/p
"Somalgin Cardio 81Mg + 24,3Mg + 12,15Mg, Caixa Com 60 Comprimidos Revestidos De Dupla Camada",Vasodilatador Periferico,EMS Sigma Pharma,"R$ 32,28",10%,"R$ 28,47",-12,"R$ 28,47",Cód: 1037423,https://www.farmaponte.com.br/somalgin-cardio-81mg-243mg-1215mg-caixa-com-60-comprimidos-revestidos-de-dupla-camada/p
Bastão secativo para acne acnederm payot 4g,Antiacne,Acnederm,,,"R$ 27,43",-2,"R$ 27,43",Cód: 1045152,https://www.farmaponte.com.br/bastao-secativo-para-acne-acnederm-payot-4g/p
Condicionador Granado Bebê Refil Camomila 250ml,Condicionador Infantil,generico,"R$ 15,99",0%,"R$ 15,67",-2,"R$ 15,67",Cód: 1051621,https://www.farmaponte.com.br/condicionador-granado-bebe-refil-camomila-250ml/p
Condicionador Seda Recarga Natural Biotina + Oleo De Ricino 325Ml,Condicionador,Seda,"R$ 16,90",0%,"R$ 16,56",-2,"R$ 16,56",Cód: 1038379,https://www.farmaponte.com.br/condicionador-seda-recarga-natural-biotina-oleo-de-ricino-325ml/p
Tandrilax 30mg + 125mg + 50mg + 300mg com 15 Comprimidos Aché,Relaxante Muscular,Aché,"R$ 20,18",15%,"R$ 16,81",-17,"R$ 16,81",Cód: 797880,https://www.farmaponte.com.br/tandrilax-30mg-125mg-50mg-300mg-caixa-contendo-15-comprimidos/p
"Hidroral Caixa Com 4 Saches Com 27,9G De Po Para Solucao De Uso Oral, Tradicional",Antidiarreico,ADV Farma,,,"R$ 17,16",-2,"R$ 17,16",Cód: 1027809,https://www.farmaponte.com.br/hidroral-caixa-com-4-saches-com-279g-de-po-para-solucao-de-uso-oral-tradicional/p
"Sabonete Alma De Flores Jasmim, Barra, 1 Unidade Com 130G",Sabonetes em Barra,Alma de Flores,"R$ 7,72",10%,"R$ 6,81",-12,"R$ 6,81",Cód: 1034023,https://www.farmaponte.com.br/sabonete-alma-de-flores-jasmim-barra-1-unidade-com-130g/p
Auris-Sedina 10mL,Ceratolitico,Osório de Moraes,"R$ 35,09",8%,"R$ 31,63",-10,"R$ 31,63",Cód: 22233,https://www.farmaponte.com.br/auris-sedina-gts-10ml-l/p
Seda Liso Perfeito Shampoo + Condicionador 300 190ml,Kit Shampoo E Condicionador,generico,"R$ 21,90",0%,"R$ 21,46",-2,"R$ 21,46",Cód: 1053038,https://www.farmaponte.com.br/seda-liso-perfeito-shampoo-condicionador-300-190ml/p
"Mamadeira Lillo Magia 0 a 6 meses, ortodôntico, azul com capacidade de 120mL",Mamadeira,Lillo,"R$ 28,05",0%,"R$ 27,49",-2,"R$ 27,49",Cód: 1019007,https://www.farmaponte.com.br/mamadeira-lillo-magia-ortodontico-0-a-6-meses-120ml-azul/p
"Allestra 30mg 0,075mg + 0,030mg, Caixa Com 21 Comprimidos Revestidos",Anticoncepcional,Aché,"R$ 40,30",10%,"R$ 35,54",-12,"R$ 35,54",Cód: 1040888,https://www.farmaponte.com.br/allestra-30-0075mg-0030mg-caixa-com-21-comprimidos-revestidos/p
Po Descolorante Yama Active Pacote Com 50G,Descolorante,Yamá,"R$ 18,50",0%,"R$ 18,13",-2,"R$ 18,13",Cód: 1000217,https://www.farmaponte.com.br/po-descolorante-yama-active-pacote-com-50g/p
Chupeta de Silicone S2 6M+ Space BOY PA7333-2B NUK,Chupeta,generico,"R$ 33,99",0%,"R$ 33,31",-2,"R$ 33,31",Cód: 1039779,https://www.farmaponte.com.br/chupeta-de-silicone-s2-6m-space-boy-nuk-pa7333-2b/p
Repelente Off Family Spray 170mL,Repelentes,generico,,,"R$ 18,42",-38,"R$ 18,42",Cód: 1049970,https://www.farmaponte.com.br/repelente-off-family-spray-170ml/p
Cortador De Unha Trim Easy Hold Mao 1156,Cuidados com as Unhas,generico,"R$ 18,49",0%,"R$ 18,12",-2,"R$ 18,12",Cód: 1005650,https://www.farmaponte.com.br/cortador-de-unha-trim-easy-hold-mao/p
Loção Hidratante Monange Firmador Q10 Vitamina C Pele Extra Seca Com 200Ml,Hidrtatante Corporal,generico,"R$ 14,60",11%,"R$ 12,73",-13,"R$ 12,73",Cód: 1042810,https://www.farmaponte.com.br/locao-hidratante-monange-firmador-q10-vitamina-c-pele-extra-seca-com-200ml/p
"Palette De Sombras Niina Secrets Orange 5,6g",Sombra,generico,"R$ 117,99",0%,"R$ 115,63",-2,"R$ 115,63",Cód: 1051348,https://www.farmaponte.com.br/palette-de-sombras-niina-secrets-orange-56g/p
"Minian 0,150Mg + 0,02Mg, Caixa Com 21 Comprimidos Revestidos",Anticoncepcional,Libbs,"R$ 46,60",16%,"R$ 38,21",-18,"R$ 38,21",Cód: 50849,https://www.farmaponte.com.br/minian-0150mg-002mg-caixa-com-21-comprimidos-revestidos/p
Tintura Casting Gloss N700 Louro Natural,Coloração,L'Oréal Paris,"R$ 42,58",13%,"R$ 36,25",-15,"R$ 36,25",Cód: 1002169,https://www.farmaponte.com.br/t-casting-gloss-n700-louro-natural/p
Kit Salon Line Alisa e Relaxa Mild Cabelos Finos e Delicados 215mL,Alisante,Salon Line,"R$ 33,09",0%,"R$ 32,43",-2,"R$ 32,43",Cód: 1021015,https://www.farmaponte.com.br/guanidina-tradicional-salon-line-mild/p
Creme Para Pés Agradal Ureia 10  100g,Creme Para os Pés,generico,"R$ 20,59",0%,"R$ 20,18",-2,"R$ 20,18",Cód: 1063810,https://www.farmaponte.com.br/creme-para-pes-agradal-ureia-10-100g/p
Escova Dental Curaprox Cs3960B Super Macia,Escova Dental,Curaprox,"R$ 43,83",10%,"R$ 38,66",-12,"R$ 38,66",Cód: 1029270,https://www.farmaponte.com.br/ed-curaprox-cs3960b-super-macia/p
ZZ Elastico Ricca Textura 6mm  Ref.  898,Acessórios Capilares,Ricca,"R$ 6,39",0%,"R$ 6,26",-2,"R$ 6,26",Cód: 1014991,https://www.farmaponte.com.br/elastico-ricca-textura-6mm/p
Tintura Natucor Po 12GR N1.7 Preto Azulado,Coloração,generico,,,"R$ 12,93",-2,"R$ 12,93",Cód: 805656,https://www.farmaponte.com.br/t-natucor-po-12gr-n17-preto-azulado/p
